Category,CrimeGroup,Description,City,State,Zip,Latitude,Longitude,Date
20,A,report between the list tim and dat that she was walk through pathway on the way to her resid at which tim through surround her and stat yo purs yo purs report she beg cry and reply am new around her,Washington,DC,20020,38.8719768791943,-76.966955887342,
20,A,stat whil walk in the are of the list loc she was approach by and stat giv up the whil grab and hold beg punch in the chest and fac whil hold his hand ov mou,Washington,DC,20032,38.9224637830585,-76.9878120148634,
15,A,that unknown subject took the list property out of her backpak which was left unattend,Washington,DC,20016,38.9288184359366,-77.0731388323913,
15,A,stat between the list dat and tim unknown person stol the list property out of her purs and us it at sev stor,Washington,DC,20032,38.8299895984214,-77.0036011874844,
15,A,report was seen by in the list loc on the list dat furth stat that remov the list property without right report it is unknown how ent the loc also stat she did not see leav the prem,Washington,DC,20001,38.9148187004236,-77.0090480525339,
20,A,report on the list dat and tim whil walk in the are of the list loc he was approach by and when pul out gun and demand property then took property and and fled in an unknown direct,Washington,DC,20032,38.8404310959368,-77.0055962272657,
15,A,report that unknown subject smash the passeng sid rear vent window and stol the list property from the list auto,Washington,DC,20009,38.9133134589713,-77.0365096847251,
20,A,report between the list tim and dat that he was lost at the list loc when he ask through for direct report produc black handgun whil put chokehold on him and went through his pocket tak the list item,Washington,DC,20019,38.8909510264594,-76.9196003229369,
15,A,report walk out of the list loc with the list property without pay for it was stop and review of the surveil video rev walk out of the stor without off any pay for the item,Washington,DC,20018,38.922217051454,-76.9931400297491,
5,A,on the list dat and tim mpd unit respond to the list address for burgl ii cal wit observ and leav the list loc with black backpack and was chas and wer stop and lat posit ident as the suspect,Washington,DC,20020,38.8444748324368,-76.9763949445937,
15,A,report for that ent the list loc and fil grocery cart with the list property and walk out the stor without pay for item,Washington,DC,20016,38.9340627038118,-77.0724215532608,
5,A,report between the list tim and dat that she observ the list vehic that was park in front of her resid and furth observ through bang on the front door report she did not answ the front door the remaind of the nar is unavail,Washington,DC,20020,38.8680252801451,-76.9622920426826,
15,A,stat that unknown person remov the list property without permit,Washington,DC,20018,38.9283565581862,-76.9583908913529,
5,A,report between the list tim and dat that individ unknown ent the list school by push op plexiglass window on the second flo report the individ remov the list property without permit,Washington,DC,20019,38.8839736760585,-76.9262672490096,
5,A,report between the list tim and dat that ent her sec rear porch and remov the list bik wit on the scen report was observ ent yard and was furth observ ent back porch did not giv permit to ent,Washington,DC,20019,38.8918860239878,-76.9334001930729,
20,A,report on the list dat tim and loc and abroad vehic stood in front of with his hand behind his back stat back up you know what thi is im not play comply,Washington,DC,20032,38.8434569604886,-76.984435946827,
15,A,report between the list tim and dat that stol the list property from the list loc and fled eastbound into the block of nanny hel burrough avenu ne,Washington,DC,20019,38.9016262353907,-76.9417789893041,
15,A,report that unknown suspect stol the list property from the list vehic,Washington,DC,20011,38.9563211531914,-77.0027574151739,
5,A,report that an unknown suspect ent the list loc and stol the list property ther wer no sign of forc entry,Washington,DC,20001,38.9072380397793,-77.0224318164832,
3,A,stat that becam angry when on of his hous guest ask to us his phon he then beg to hit her in her head with the phon,Washington,DC,20002,38.8981512859972,-76.9767125009166,
15,A,report that suspect unknown stloe the list property out of her mailbox,Washington,DC,20011,38.9559141829796,-77.019862433732,
15,A,report that unknown suspect stol the list property from the list loc,Washington,DC,20011,38.9508016691886,-77.0315628936505,
20,A,report that whil he was walk hom from school he was approach by thru stat what up start back up when show black in col hand gun that he had insid of his coat then start check pocket,Washington,DC,20002,38.9155626165332,-77.0076802588517,
15,A,report whil at the list loc pump gas in the vehic left the vehic key in the ignit ent the vehic on the driv sid and drov away toward ind head highway stat she has nev seen bef,Washington,DC,20032,38.8243870378434,-77.0097144541742,
15,A,report the list property was tak from the list loc by without pay in an unknown direct in the list vehic,Washington,DC,20020,38.8603129157858,-76.9658375534197,
15,A,report for that thru ent the list loc and ask for pair of sho suspect walk out with the list property and fled in jeep with unknown tag,Washington,DC,20009,38.9178091388351,-77.0404002639383,
5,A,between the list dat and tim the list property was tak by at the list loc sec camera capt ent the build but it is unknown how exit the build with the list property,Washington,DC,20032,38.8292047201525,-76.9995321314941,
15,A,report for that the between the list tim and dat that individ unknown ent the list vehic by destroy the rear passeng sid window and ont insid remov the list property without permit,Washington,DC,20020,38.8741240211463,-76.9720934506076,
15,A,suspect unknown stol the list vehic from the list loc key in own possess reg is in the vehic,Washington,DC,20001,38.912606388449,-77.0234564525778,
20,A,stat he was walk southbound on st through approach stop him at the list loc produc silv hand gun and stat giv me what you got then beg going in pocket stood back,Alexandria,VA,,0.0,0.0,
20,A,report on the list dat and tim whil in the are of the list loc was approach by who stat giv me yo money stat he didnt hav any and then took car key and press the remot to see which vehic belong to,Washington,DC,20032,38.842239572916,-77.002768487435,
15,A,report between the list tim and dat that individ unknown ent the list vehic by destroy the driv sid window and ont insid remov the list property without permit,Washington,DC,20020,38.8594147137633,-76.9586776449218,
15,A,report for that thru ent the list loc and stol the list property,Washington,DC,20010,38.9281722734975,-77.0325901035071,
15,A,report between the list tim and dat that individ unknown ent the list vehic by destroy window and ont insid remov the list property without permit,Washington,DC,20019,38.8807867721516,-76.9281364546044,
15,A,suspect unknown smash the rear passeng window then stol the list property,Washington,DC,20010,38.9274259886105,-77.0340792733531,
15,A,report between the list tim and dat that individ unknown ent the list vehic by destroy the rear passeng window and ont insid remov the list property without permit,Washington,DC,20019,38.899995517809,-76.9484116978033,
15,A,report unk person stol the list property from the list loc,Washington,DC,20002,38.9051666534795,-77.0121735726172,
15,A,report unk person stol the list property from the list loc,Washington,DC,20005,38.9019284027823,-77.0345589987348,
15,A,report unk person stol the list property from the list loc,Washington,DC,20002,38.9051666534795,-77.0121735726172,
15,A,report unk person stol the list property from the list loc,Washington,DC,20002,38.8989108578054,-76.9920863766888,
15,A,report unk person stol the list property from the list loc,Washington,DC,20024,38.8842058350705,-77.02911052796,
20,A,report on the list dat and tim whil in the are of the list loc he was approach by and and stat gim me ten or imm bust you stat that he didnt hav any money then stat gim me yo coat and yo cel phon,Washington,DC,20020,38.8603731847946,-76.9944776048819,
15,A,stat on the list dat tim and loc unknown person went into the list vehic and stol the list property the vehic was unlock at the tim,Washington,DC,20032,38.8300805505841,-76.9958205153617,
15,A,report unk person stol the list property from the list loc,Washington,District of Columbia,20005,38.9008897940719,-77.0275780873215,
15,A,suspect unknown smash the rear driv sid window then stol the list property,Washington,DC,56201,38.9270502888798,-77.0355245711981,
15,A,on the list dat tim and loc unknown person stol the list vehic key with the own and reg is in the vehic,Uhrichsville,Hà Nội,44683,38.8450941052742,-77.0075390536334,
15,A,report that unknown person took the list property from her mailbox,Washington,DC,20016,38.9445739572136,-77.0802139434589,
20,A,report was approach by when sud push whil snatch her should bag was last seen run wb on st,Washington,DC,20002,38.8951069543072,-76.9949621650306,
15,A,report on the list dat and tim unknown person stol the list vehic from the list loc key with the own and reg is in the vehic,Washington,DC,20032,38.836122521701,-77.0042673741967,
15,A,report that unknown person ent the list vehic by smash the rear driv sid window and tak the list property,New York,NY,10003,38.9162899495188,-77.0416558311053,
20,A,report that approach him from behind and push stat giv us everyth you got hand ov his wallet grab bag and and fled sb with the list property in the blk of kentucky av se,Gladstone,NE,68352,38.8828378877006,-76.98445958463,
15,A,for that ent the list loc and took toothbrush replac head and stuff them in his jacket confront at which tim shov to the ground punch in the fac with clos fist,Washington,DC,20006,38.9025259621419,-77.0441786818152,
15,A,report unk person stol the list vehic from it park posit from the list loc,Washington,DC,20001,38.901892624828,-77.0090671642484,
15,A,report unk person ent the list vehic by smash the right rear passeng window ont insid stol the list property,Washington,DC,20003,38.8849218423048,-76.9920875680726,
15,A,report unk person ent the list vehic by smash the window ont insid stol the list property,Washington,DC,20003,38.8886729942691,-76.982932698673,
15,A,report the list property was stol from the park gar wher it was left unsec,Washington,DC,20008,38.9233793609981,-77.0543386569579,
20,A,report whil walk approach him and demand money gav the list property and was last seen eastbound in the bo st nw,Washington,DC,20037,38.9096466271089,-77.0520705247487,
20,A,whil ent her resid attempt to ent and snatch her purs contain the list property chas who was last seen nor on st nw,Washington,DC,20009,38.9118714122528,-77.0355336431523,
15,A,report that unknown subject smash the front driv window and stol the list property from the list auto,Washington,DC,20008,38.9461106514875,-77.0646400173908,
15,A,report that sign for pack without auth from the front desk,Washington,DC,20016,38.9341500426102,-77.0807348578915,
15,A,report that som person took the list property from the list loc aft it had been del,Washington,DC,20020,38.8523979725203,-76.9702659356494,
15,A,report that som person brok into the list auto caus the list dam and stol the list property,Washington,DC,20032,38.8292030723643,-76.9973540237102,
3,A,report whil walk in the list loc encount approach produc the list weapon and struck to the head caus the list injury fled into the list loc to get assist and fled the scen in an unknown direct,Washington,DC,20032,38.8472675719947,-77.0016696332188,
15,A,report that an unknown person stol the list property from the list loc,Washington,DC,20001,38.9147171965139,-77.0149851310962,
15,A,report for that the list item wer stol stat that ther ar no sign of forrc entry also stat that the comput was in person own bag report that cle crew is in the off every env,Washington,DC,20007,38.9051857453623,-77.0619977289967,
15,A,report dur the list dat and tim and loc an unknown person gain entry into the list vehic by break the driv sid door window and stol the list property,Washington,DC,20017,38.9265025070599,-76.9973093288578,
5,A,report for the ent busy that som person brok into the list loc via rear window and stol the list property,Washington,DC,20020,38.8638566957426,-76.9903356248971,
15,A,report that unknown person stol the list property from the list vehic,Washington,DC,20002,38.9043784047689,-76.992668700132,
20,A,report encount and whil walik in the list loc furth report that and pass her then cam upon from the rear and snatch the list property from and fled the loc,Washington,MD,20748,38.8406016338784,-76.9764509385389,
15,A,report on the list dat and tim ent the list loc and stol the list property,Washington,DC,20018,38.918256591462,-76.9925789881348,
15,A,report that som person took the list auto without her permit from the list loc,Washington,DC,20020,38.857492117139,-76.9726458481145,
5,A,stat that he went out of town dur the list dat and tim return and found that an unknown suspect had ent without permit and stol the list item,Washington,DC,20009,38.9143994846836,-77.0834326950472,
3,A,report that on the list dat and tim and had verb alterc insid the restroom at the list loc furth adv that punch about the fac and head us his wrist watch,Washington,DC,20002,38.9128648748591,-77.0065470327298,
20,A,flag down the pol stat green lex being op by had rob her of us cur from her purs beat up her gay friend three day pri,Washington,DC,20019,38.8926450901499,-76.9384785720087,
20,A,report he was try to ent the corn stor when push him display dark col object on his sid stat giv me yo money or il shoot you pul his wallet out hand his money then ask if he could leav,Niagara,ND,58327,38.8904332683573,-76.9329126031299,
15,A,report unk person stol the list property from the list loc,Washington,DC,20001,38.9013673144639,-77.0262646091245,
15,A,report unk person stol the list property from the list loc,Washington,DC,20024,38.8838339331413,-77.0249597982655,
15,A,report unk person stol the list property from the list loc,Washington,DC,20002,38.9068881074734,-76.9999054596899,
3,A,report on the list dat and tim attack and with the list vehic dur the attack caus extend dam to vehic and his own vehic adv that had rep shown up at her work,Washington,DC,20017,38.9286079982488,-77.0046408059504,
15,A,report her dc temp tag was stol off the back of her vehic did not real her tag was stol until she receiv photo rad ticket in the mail did not lend her tag to anyon,Washington,DC,20019,38.8791475288633,-76.9318029285682,
15,A,report the theft of his vehic the key ar with and the reg is in the vehic,Washington,DC,20019,38.8917619305215,-76.9397181112765,
20,A,report aft exit the bus suspect follow him in the list loc the suspect ran up to and stat let me holl at you said no at which tim point handgun at him and stat giv me yo took the money from,Washington,DC,20002,38.9002041633917,-76.9955641548523,
20,A,report approach from the rear and took his phon out of his hand,Washington,DC,20001,38.8990606014932,-77.0199056847482,
20,A,report cam up from behind and grab him in chok hold push to the ground and beg punch about the head and body went through pocket and grab his cellphon,Washington,DC,20003,38.8820524631338,-76.9855091048326,
15,A,report unk person ent the list vehic by smash the passeng window ont insid stol the list property,Washington,DC,20002,38.8967336508077,-76.9902454339573,
5,A,report that som person gain entry to the list loc by forc the back door and stol the list property,Washington,DC,20020,38.8637973968038,-76.9870153971106,
15,A,report unk person ent the list vehic by smash the front passeng sid window to gain entry ont insid stol the list property,Washington,DC,20003,38.884903951827,-76.9995137572646,
15,A,report unk person ent the list vehic by smash the front passeng window ont insid stol the list property,Washington,DC,20001,38.9067894368241,-77.0105873471819,
15,A,report unk person ent the list vehic by unzippin the back window off the jeep to gain entry ont insid stol the list property,Washington,DC,20002,38.9056389379618,-76.9977665963449,
20,A,report hav been rob at gun point by through at the list loc was ask if he had any money reply no was then struck in the head by caus the list injury got out of the list auto and jump in the driv seat,Washington,DC,20032,38.8401150408216,-76.9950424276276,
15,A,report person stol the list vehic from it park posit from the list loc key and reg with own,Washington,DC,20002,38.9061790368679,-76.9995017227548,
5,A,report for that an unknown suspect pri op the rear door ent and stol the list property,Washington,DC,20001,38.9118654866506,-77.0189220648165,
15,A,report unk person stol the list vehic from it park posit from the list loc key and reg with vehic,Washington,DC,20003,38.8787517701034,-76.9836586105309,
5,A,report for that an unknown suspect ent the loc in an unknown man then stol the list property,Washington,DC,20010,38.9298082476135,-77.0364681060187,
15,A,report unk person stol the list vehic from it park posit from the list loc key with ownerreg with vehic,Bristow,VA,20136,38.9025431475027,-77.0073690835847,
5,A,report for that an unknown suspect ent thge list loc in an unknown man then stol the list property,Washington,DC,20010,38.9298082476135,-77.0364681060187,
15,A,suspect unknown stol the list vehic from the list loc key in own possess reg is in the vehic,Washington,DC,20005,38.905647772064,-77.030556814192,
15,A,report that an unknown suspect ent the list loc and stol the list property,Washington,DC,20001,38.9174279853444,-77.0167570800593,
15,A,report that the list item wer tak from the list auto in an unknown man by unknown person,Washington,DC,20032,38.8344807213776,-76.9958727349258,
15,A,suspect unknown smash the passeng window then stol the list property,Washington,DC,20001,38.9133239117789,-77.0239658254395,
15,A,report entry gain into the list vehic through the front passeng door and the list item stol,Washington,DC,20012,38.9741998074924,-77.0214157200933,
5,A,report that som unkown person ent the list loc by access the back door by reach through an unlock window and unlock the door tak was the list property item,Washington,DC,20032,38.847892891771,-77.0010360600463,
15,A,suspect unknown smash the rear driv window then stol the list property,Washington,DC,20001,38.9140523873155,-77.0208251716717,
15,A,report that som person stol the list property which had been del to the list loc unknown sign for the property then act the phon and mad cal,Washington,DC,20020,38.8497740193144,-76.9667429633964,
3,A,report being cut across the back by unknown person with sharp object,Washington,DC,20011,38.9608009922962,-76.999582323417,
15,A,suspect unknown smash the rear passeng window then stol the list property,Washington,DC,20001,38.9133239117789,-77.0239658254395,
15,A,suspect unknown smash the passeng window then stol the list property,Washington,DC,20001,38.9147395971894,-77.0259553254811,
3,A,report that as he pump gas at the list loc approach and stat mov refus return to his vehic observ grab silv handgun from the floorboard of the vehic approach again the rest of thi nar is unavail,Washington,DC,20011,38.961343511904,-77.028003005496,
15,A,suspect unknown smash the passeng window then stol the list property,Washington,DC,20010,38.9338539182476,-77.0317997608628,
15,A,report for that stood in lin with the list property but as serv anoth custom ran out the door with the list merchand without pay,Washington,DC,20012,38.9694522248633,-77.0273087775787,
5,A,report unknown subject gain entry to the hom by forc the front door then stol the list item was not hom at the tim of the offens,Washington,DC,20012,38.9686258431813,-77.029685916196,
15,A,the list vehic was report stol from the district on,Washington,DC,56201,38.9270502888798,-77.0355245711981,
20,A,report whil seat in the custom are the list property was stol whil hang on the chair she was seat in the property was not left unattend and fled in unknown direct,Washington,DC,20015,38.9599123010178,-77.085288045686,
15,A,rpts for that an unk suspect ent the list auto by punch the driv sid door lock ont insid the unk suspect stol the list property,Washington,DC,20011,38.9550078418061,-76.9915555716102,
22,A,to protect the victim priv the nar is not avail,Washington,DC,20032,38.82245620412,-77.0113625164452,
15,A,report that unknown subject stol the list property from the list auto that was left unlock becaus of park gar policy,Washington,DC,20006,38.9037392090816,-77.0375237138642,
15,A,report that unknown subject smash the front passeng window of the list auto and stol the list property,Washington,DC,20008,38.9110979267792,-77.0497461297489,
5,A,report for that si ent the list loc and stol the list property,Washington,District of Columbia,20036,38.9056548186353,-77.0441730537439,
15,A,report that look at the plagu on the door at the and process to ste the flag from the flag pol,Washington,DC,20008,38.9113212245374,-77.0487359671056,
15,A,report that unknown subject stol the brazil nat flag from in front of the list loc,Washington,DC,20008,38.9132639504761,-77.048752572328,
2,A,report that som person set fir to the list busy caus the list dam,Washington,DC,20020,38.8665727348049,-76.9841699864896,
15,A,report for that the list property was tak from the list vehcil,Washington,DC,20002,38.8966672185497,-76.9829286246569,
15,A,report for and subject surround and auto yel at the subject and subject ran nb on swan street nw,Washington,DC,20009,38.9148314654807,-77.0332448542989,
20,A,report four suspect approach him whil he was sit in his vehic list to the radio approach the driv sid door and produc handgun and demand he get out of his vehic approach the passeng sid and display handgun,Washington,DC,20002,38.9175505164119,-77.0005689842532,
20,A,report whil get out of his vehic to del pizz he observ fiv juvenil mal stand across from the loc stat ont he approach the sidewalk the juvenil approach him from behind the rest of thi report is unavail,Washington,DC,20001,38.9100119468625,-77.0151833200215,
15,A,report for that and ent the list loc and stol the list property and fled out the door and got into whit lex,Washington,DC,20007,38.9059379675087,-77.0627946871567,
3,A,on the list dat and tim ther was verb alterc with assault with mug which caus injury,Washington,DC,20003,38.8862444537115,-76.9814914527334,
15,A,report for that ent the list loc and stol the list property and fled nb on connecticut av nw,Washington,DC,20036,38.9099278028729,-77.0436067765966,
5,A,on the abov dat and tim report for that suspect unknown ent the aforemet loc and stol the list item,Washington,DC,20024,38.8812897384442,-77.0163758259013,
20,A,report whil walk to the metro stat aproach him stat hey com her you think we playin attempt to continu walk grab spun him around show handgun stat tak off yo coat and empty yo pocket,Washington,DC,20019,38.8957742138687,-76.9408973715977,
20,A,report whil on his way hom through approach him from behind and push him stat verb alterc ensu and then phys alterc caus to be knock to the ground suspect then took the list property,New York,NY,68632,38.9229854585338,-77.0005693302152,
15,A,report that unknown subject stol the list in an unknown man,Washington,DC,20036,38.9031442311945,-77.0396670189098,
15,A,report that som person took the list auto without his permit from the list loc wher it had been park also report that the key to the auto ar miss it is unknown as to wher to reg is at thi tim,Washington,DC,20020,38.8585781392989,-76.9976884985255,
5,A,report that unknown person gain entry to the list address and mess up the bedmov unop mail cle the bathroom and mad flor arrang out of kleenix on the night stand report noth was stol,Washington,DC,20024,38.8897964330645,-76.9846258954001,
15,A,report observ tak the list item and put them in his bag report that process to ex the loc pass al work reg without attempt to pay,Washington,DC,20005,38.8983142786632,-77.0288489815772,
5,A,report respond aft receiv not from her alarm company that her back door alarm was going off ar hom to find window on her back door brok and the list property gon,Washington,DC,20020,38.8633419794732,-76.9890814953119,
5,A,report for and that unknown suspect ent the church through window then forc op door loc on the low level and ont insid stol the list property,Washington,DC,20001,38.9118623251429,-77.0161673764746,
15,A,report entry gain by break the right front window and ste the list property,Washington,DC,20012,38.9869924747711,-77.0409220330621,
3,A,adv off that fir about six shot at him his broth his cousin gav the gun held the door for to get back into the loc,Washington,DC,20020,38.8628728826233,-76.9723193640359,
5,A,report that ent the list loc through unlock back door and grab pillow and comfort from the bedroom and then went into bedroom plac the pillow and comfort on the bed and when wok up fled the loc,Washington,DC,20007,38.9058557478138,-77.0708962872117,
15,A,report that som person brok into the list auto caus the list dam and stol the list property,Washington,DC,20032,38.8458584162631,-76.9839292874358,
5,A,report unknown suspect ent the list loc through the rear door and ont insid stol the list property stat the hom is und renov and is unoccupy,Bristow,VA,20136,38.9140811248877,-77.0106026265055,
5,A,report wer destroy the front lock to the black gat door try to gain entry to her resid saw in the act of try to gain entry into the loc,Alexandria,VA,,0.0,0.0,
20,A,and ent the list loc and with black hand gun in his hand told thru to put up their hand and thru stol the list property thru wer told to get in the back room thru fled in an unknown direct,Washington,DC,20009,38.9145614341871,-77.0458270061486,
15,A,report ent the passeng door which was unlock and took the list property stat then fled in the list vehic in an unknown direct,Washington,DC,20018,38.919475000743,-76.9782054049426,
5,A,stat whil check his property he observ brok window also observ two unknown individ exit through the rear bas door aft being seen by the loc sustain dam to the front window rear bas window,Washington,DC,20019,38.8967770984841,-76.9408976214389,
3,A,report that aft confront ov an incid that she may hav wit that stat shoot you then fir singl shot in direct howev the round did not tak effect fled the scen on foot southbound on street,Washington,DC,20002,38.8614154935704,-76.9717488720468,
5,A,report unknown suspect ent her resid through bedroom window took her flat screen tv,Washington,DC,20019,38.8945872111927,-76.9292327060496,
15,A,report stol his cellphon from his hom also stat chang his cellphon numb and accum list of charg to cellphon account,Washington,DC,20002,38.9030285202654,-76.9824994601777,
15,A,report that som person gain access to her debit account and withdrew the list fundsmony without her permit,Washington,DC,20032,38.8455354289824,-77.0003916595227,
15,A,report he sat his wallet down on the tabl and turn to talk to cowork and when he turn back around the wallet was gon,Washington,DC,20002,38.9173125488155,-76.9748301517538,
15,A,report that som person brok into his shed by break the lock and stol the list property,Washington,DC,20032,38.8305067514825,-77.011199176773,
15,A,report ent the loc and remov the list item from the shelf and then ran out of the stor without mak good on the pay,Washington,DC,20018,38.9249692747437,-76.9846733065742,
3,A,report hear sev gunshot in the are of the list loc and run hom ont was hom that is when not that he had been shot,Washington,DC,20020,38.8509735142894,-76.977285472997,
15,A,report unknown suspect took the dc tag off the list vehic and left behind anoth vehic tag that had been report stol in maryland,Washington,DC,20012,38.9690336301748,-77.0355562310167,
15,A,report unknown suspect took the list item form her resid,Washington,DC,20019,38.897385459825,-76.9361134518885,
20,A,report whil walk westbound at the list loc and approach him from behind wrap his right arm around his neck and drag him into the nor alley stat he could not talk but reach for his wallet,Bristow,VA,20136,38.9072364512659,-77.0108574167918,
3,A,report he left his auto run with key in the ignit door unlock whil he was visit his fath when cam out of his fath hom he observ stand by driv sid door,Washington,DC,20019,38.9011539879457,-76.9511510120763,
15,A,report that som person went into her tot bag whil at work and remov the list property without her permit,Washington,DC,20032,38.8368606525631,-77.0069028802687,
20,A,report that whil he wait for the bus approach ask can get twenty said he didnt hav any money then punch in the fac continu to hit until he fel to the ground fought back,Atlanta,GA,30314,38.9562271618862,-77.027442129227,
5,A,report hear loud nois in the gar respond out to the gar to investig and found larg whol in the wal of the gar and insid confront and fled the loc on foot in an unknown direct,Washington,DC,20020,38.8586628656518,-76.9876673688595,
5,A,report that whil at work an unknown suspect ent the list resid in an unknown man and stol the list property ther wer no sign of forc entry,Washington,DC,20009,38.9232354949953,-77.0459767297807,
20,A,report whil walk sou on st nw she was approach by who snatch the list property from her hand ran east in the block of st nw,Washington,DC,20009,38.9198416358754,-77.0296180418003,
20,A,report that whil walk westbound on the nor sidewalk approach from behind yok around the neck with his forearm said giv me the money or im gon na shoot you wrestl and escap,New York,NY,22903,38.9376084541484,-77.0272017398218,
15,A,report for that thru ent the list loc took the list item and fled the stor,Washington,DC,20010,38.9281722734975,-77.0325901035071,
15,A,report that som person went into the list auto unlock and stol the list property without her permit,Washington,DC,20020,38.8503629506712,-76.9783823881356,
15,A,suspect smash the front passeng window then stol the list property,Washington,DC,20010,38.9318617901575,-77.0413308938607,
15,A,report that he left his backpack in the emerg room when return for the backpack his property was gon video camera show tak the list property,Washington,DC,20016,38.9357393269982,-77.1061947411554,
20,A,report that whil sit at the bus stop approach and stat gim me yo pocket book as held smal black handgun to head comply fled in the blk of sligo mil rd ne,Washington,DC,20011,38.9657509984584,-77.0025789281793,
15,A,suspect unknown gain entry through an unsec door ont insid the suspect stol the list property,Washington,DC,20010,38.9296962221345,-77.0434238863817,
15,A,report for that walk in wear scarf ov his fac cont sandwich in his coat approach and stat what ar you doing stat get away from me bef you get hurt walk out of the stor,Washington,DC,20010,38.9300171612514,-77.0378676039371,
20,A,report that as he return to his vehic approach from behind and stat gim me yo money brand knif reach insid of his jacket as if he had weapon comply beg pat down and loc mobl,Washington,DC,20011,38.9580022478771,-76.99386453442,
15,A,report that an unknown suspect stol the list check from her checkbook and attempt to cash them,Washington,DC,20005,38.9056472203652,-77.0288515870988,
15,A,report that an unknown person smash her window and remov the list property,Washington,DC,20008,38.9356296256417,-77.0556488071805,
15,A,report the list vehic stol from in front of his resid,Washington,DC,20008,38.9492605791342,-77.0570989448897,
15,A,report that on the list dat that and wer talk insid his vehic whil exit the auto remov the said property,Washington,DC,20037,38.9096372262104,-77.0477158745948,
15,A,on the list dat and park her vehic at the list at the list locationunknown person enterd the said auto and remov the list property,Washington,DC,20006,38.9018983264712,-77.0385524567556,
15,A,on the list dat and tim report thatunknown person ent the said auto and remov the list prpoerty,Washington,DC,20006,38.9018983264712,-77.0385524567556,
15,A,report unknown suspect stol the list property from her purs at the list loc,Washington,DC,20009,38.9133236252482,-77.0385148173439,
15,A,report for that took the list auto from the contract point and fail to return it auto has lojack,Washington,DC,20016,38.9498426926452,-77.0787410681613,
20,A,report that he and hap to be walk through the school yard at the sam tim was in front of but when walk past stat giv it up thi is robbery had his hand in his right coat pocket point at,Washington,DC,20019,38.9066357917132,-76.9316635159811,
15,A,report her vehic was brok into in an unknown man by unknown person the abov list property was tak from the vehic,Washington,DC,20001,38.8978250496791,-77.0198984953264,
5,A,report for that unknown subject ent the list loc by pul the bar op and throwing brick through the window ont insid the list property was tak,Washington,DC,20019,38.8990562026196,-76.9378901562512,
15,A,report he not his vehic had been stol from the ev loc aft he left the bar by an unknown person,Washington,DC,20024,38.8791576198807,-77.0241693602123,
5,A,on the list dat tim and loc memb learn from that her front door was pry op and tak was the list item,Washington,DC,20019,38.8839436815397,-76.9499320767848,
15,A,report for that unknown subject smash the front passeng window and stol the list property from the list auto,Washington,DC,20007,38.9101509203033,-77.0810399677925,
15,A,report that not him that she observ three subject break in to the list stat the vehic was last seen travel sou from the of half street swoccuppy by three suspect,Washington,DC,20024,38.8724970811495,-77.0106515460957,
15,A,report for that unknown subject smash the rear passeng window and stol the list property from the list auto,Washington,DC,20006,38.9013354823321,-77.0425794584235,
15,A,report that unknown suspect brok into the list vehic and stol the list item,Washington,DC,20002,38.9056462507625,-77.0025500939977,
15,A,report for that ent the list loc and stol the list property and fled sb on connecticut av nw,Washington,DC,20009,38.9119043903318,-77.044754150913,
15,A,report on the list dat and tim that she observ and ent the est at the list loc and beg to fil whit plast bag with the list property and then ran out the door without pay for the item,Washington,DC,20017,38.9340217451387,-76.9911176141734,
5,A,report on the list dat between the list tim whil sleep unknown person ent through the back door of the list loc ont insid the list property was stol,Washington,DC,20017,38.9265025070599,-76.9973093288578,
15,A,report that unknown subject took the list tag off of her vehic without permit,Washington,DC,20019,38.9064115027086,-76.9528998545374,
15,A,reportsth unknown person stol the list property from the list loc,Washington,DC,20001,38.8973391577754,-77.0129042498174,
15,A,report that and four oth mal ent the list est and becam disord when ask through to leav grab the list property and fled on foot southbound on nor capitol street the oth subject left the loc,Washington,DC,20019,38.9100525101224,-77.0073133633281,
15,A,report that unknown subject took the list property out of the list vehic without permit,Washington,DC,20019,38.9036471170516,-76.9355033751121,
15,A,stat that his passeng window was brok by unknown person and the the list property was stol from and on the vehic,Washington,DC,20024,38.8844230905204,-77.0249173593616,
15,A,report for that unknown subject stol the list property from the list loc in an unknown man,Washington,DC,20007,38.9051435321707,-77.0642650916126,
15,A,report that unknown subject ent the list vehic by destroy the front passeng window ont insd the vehic the list property was tak,Washington,DC,20019,38.9010496807045,-76.9291553233825,
15,A,report that and took the list property from the est at the list loc without pay and left the scen in the list vehic travel east in block of rhod island av ne,Washington,DC,20018,38.9286229609222,-76.9770912053502,
15,A,report on the list dat and tim whil insid of the list loc was count money to giv to at which tim ran up to the count and snatch the list money out of hand and ran out of the stor in an unknown direct,Washington,DC,20003,38.8304848531869,-77.0076737569154,
15,A,stat that when she return to her vehic she not that her passeng window was brok by an unknown person and the list property was stol from the list vehic,Washington,DC,20024,38.8844230905204,-77.0249173593616,
15,A,report for that unknown subject left the locta without pay for their food both subject left the locta in the list vehic,Washington,DC,20019,38.8911757688605,-76.9385335105638,
15,A,report on the list dat and tim unknown person stol the list vehic from the list loc key ar with regisr is with the vehic,Washington,DC,20002,38.9040203942288,-76.9828658340285,
15,A,report that suspect unknown cut the chain on the list scoot and stol it from the list loc titl and key ar with the own,Washington,DC,20001,38.9148187004236,-77.0090480525339,
